video_filename,matched_music_filename,match_rank,video_score,music_score,score_difference
ACCEDE09434.mp4,14406.mp3,3,0.527536231884058,0.5263157894675736,0.0012204424164843353
ACCEDE09352.mp4,14695.mp3,1,0.7536231884057971,0.7692307692456538,0.015607580839856694
ACCEDE09352.mp4,14694.mp3,2,0.7536231884057971,0.7692307692456538,0.015607580839856694
ACCEDE09352.mp4,14691.mp3,3,0.7536231884057971,0.7692307692456538,0.015607580839856694
ACCEDE09385.mp4,14695.mp3,1,0.7913043478260869,0.7692307692456538,0.02207357858043313
ACCEDE09385.mp4,14694.mp3,2,0.7913043478260869,0.7692307692456538,0.02207357858043313
ACCEDE09385.mp4,14691.mp3,3,0.7913043478260869,0.7692307692456538,0.02207357858043313
ACCEDE09391.mp4,14397.mp3,1,0.0521739130434782,0.0,0.0521739130434782
ACCEDE09391.mp4,14396.mp3,2,0.0521739130434782,0.0,0.0521739130434782
ACCEDE09391.mp4,14867.mp3,3,0.0521739130434782,0.1538461538491307,0.10167224080565249
ACCEDE09622.mp4,14763.mp3,1,0.4753623188405797,0.4761904761904761,0.0008281573498963857
ACCEDE09622.mp4,14616.mp3,2,0.4753623188405797,0.4761904761904761,0.0008281573498963857
ACCEDE09622.mp4,14748.mp3,3,0.4753623188405797,0.4761904761904761,0.0008281573498963857
ACCEDE09636.mp4,14978.mp3,1,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09636.mp4,14979.mp3,2,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09636.mp4,14984.mp3,3,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09756.mp4,14399.mp3,1,0.7072463768115942,0.7142857142857143,0.007039337474120111
ACCEDE09756.mp4,15026.mp3,2,0.7072463768115942,0.7142857142857143,0.007039337474120111
ACCEDE09756.mp4,15027.mp3,3,0.7072463768115942,0.7142857142857143,0.007039337474120111
ACCEDE09742.mp4,15044.mp3,1,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09742.mp4,15043.mp3,2,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09742.mp4,15042.mp3,3,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09795.mp4,14762.mp3,1,0.3594202898550724,0.3571428571428571,0.0022774327122153104
ACCEDE09795.mp4,14761.mp3,2,0.3594202898550724,0.3571428571428571,0.0022774327122153104
ACCEDE09795.mp4,14991.mp3,3,0.3594202898550724,0.3571428571428571,0.0022774327122153104
ACCEDE09781.mp4,14760.mp3,1,0.6811594202898551,0.6666666666666666,0.01449275362318847
ACCEDE09781.mp4,14399.mp3,2,0.6811594202898551,0.7142857142857143,0.0331262939958592
ACCEDE09781.mp4,15026.mp3,3,0.6811594202898551,0.7142857142857143,0.0331262939958592
ACCEDE09568.mp4,14760.mp3,1,0.6840579710144927,0.6666666666666666,0.017391304347826098
ACCEDE09568.mp4,14399.mp3,2,0.6840579710144927,0.7142857142857143,0.030227743271221574
ACCEDE09568.mp4,15026.mp3,3,0.6840579710144927,0.7142857142857143,0.030227743271221574
ACCEDE09232.mp4,14429.mp3,1,0.5855072463768116,0.5882352941085411,0.0027280477317295215
ACCEDE09232.mp4,14415.mp3,2,0.5855072463768116,0.5882352941085411,0.0027280477317295215
ACCEDE09232.mp4,14818.mp3,3,0.5855072463768116,0.5882352941085411,0.0027280477317295215
ACCEDE09554.mp4,14695.mp3,1,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09554.mp4,14694.mp3,2,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09554.mp4,14691.mp3,3,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09540.mp4,14399.mp3,1,0.6956521739130435,0.7142857142857143,0.018633540372670843
ACCEDE09540.mp4,15026.mp3,2,0.6956521739130435,0.7142857142857143,0.018633540372670843
ACCEDE09540.mp4,15027.mp3,3,0.6956521739130435,0.7142857142857143,0.018633540372670843
ACCEDE09597.mp4,14399.mp3,1,0.7159420289855073,0.7142857142857143,0.0016563146997929934
ACCEDE09597.mp4,15026.mp3,2,0.7159420289855073,0.7142857142857143,0.0016563146997929934
ACCEDE09597.mp4,15027.mp3,3,0.7159420289855073,0.7142857142857143,0.0016563146997929934
ACCEDE09583.mp4,14695.mp3,1,0.7710144927536232,0.7692307692456538,0.0017837235079694036
ACCEDE09583.mp4,14694.mp3,2,0.7710144927536232,0.7692307692456538,0.0017837235079694036
ACCEDE09583.mp4,14691.mp3,3,0.7710144927536232,0.7692307692456538,0.0017837235079694036
